"Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",858471094,NA,NA,NA,858471094,NA,12085473,NA,NA,6
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",50,"Bangladesh","BGD",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",155310540,NA,NA,NA,155310540,NA,1540482,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",124,"Canada","CAN",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",26000,NA,NA,NA,26000,NA,1849,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",144,"Sri Lanka","LKA",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",22000006,NA,NA,NA,22000006,NA,193351,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",17473000,NA,NA,NA,17473000,NA,3324935,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",251,"France","FRA",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",1000,NA,NA,NA,1000,NA,149,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",276,"Germany","DEU",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",53,NA,NA,NA,53,NA,1,NA,NA,6
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",360,"Indonesia","IDN",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",396000,NA,NA,NA,396000,NA,96260,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",404,"Kenya","KEN",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",22181100,NA,NA,NA,22181100,NA,218729,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",410,"Rep. of Korea","KOR",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",2424000,NA,NA,NA,2424000,NA,684330,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",458,"Malaysia","MYS",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",2143000,NA,NA,NA,2143000,NA,138635,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",462,"Maldives","MDV",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",50000,NA,NA,NA,50000,NA,3646,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",508,"Mozambique","MOZ",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",2506000,NA,NA,NA,2506000,NA,151002,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",512,"Oman","OMN",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",560000,NA,NA,NA,560000,NA,27967,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",524,"Nepal","NPL",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",381152476,NA,NA,NA,381152476,NA,2554821,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",586,"Pakistan","PAK",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",98742000,NA,NA,NA,98742000,NA,1639672,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",608,"Philippines","PHL",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",45000,NA,NA,NA,45000,NA,10777,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",634,"Qatar","QAT",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",1798000,NA,NA,NA,1798000,NA,77807,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",682,"Saudi Arabia","SAU",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",69000,NA,NA,NA,69000,NA,5627,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",702,"Singapore","SGP",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",130000,NA,NA,NA,130000,NA,31892,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",704,"Viet Nam","VNM",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",20000,NA,NA,NA,20000,NA,1572,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",784,"United Arab Emirates","ARE",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",151341000,NA,NA,NA,151341000,NA,1369586,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",800,"Uganda","UGA",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",50,NA,NA,NA,50,NA,10,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",826,"United Kingdom","GBR",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",52700,NA,NA,NA,52700,NA,10690,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",834,"United Rep. of Tanzania","TZA",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",50050,NA,NA,NA,50050,NA,1635,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",842,"USA","USA",NA,NA,NA,NA,NA,NA,NA,27861,"Granulated slag (slag sand) from the manufacture of iron/steel",8,"Weight in kilograms",119,NA,NA,NA,119,NA,48,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",8,"Weight in kilograms",243094047,NA,NA,NA,243094047,NA,13560043,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",64,"Bhutan","BTN",NA,NA,NA,NA,NA,NA,NA,27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",8,"Weight in kilograms",1897452,NA,NA,NA,1897452,NA,112904,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",156,"China","CHN",NA,NA,NA,NA,NA,NA,NA,27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",8,"Weight in kilograms",144545000,NA,NA,NA,144545000,NA,8570817,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",178,"Congo","COG",NA,NA,NA,NA,NA,NA,NA,27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",8,"Weight in kilograms",2400,NA,NA,NA,2400,NA,102,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",266,"Gabon","GAB",NA,NA,NA,NA,NA,NA,NA,27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",8,"Weight in kilograms",26000,NA,NA,NA,26000,NA,3069,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",276,"Germany","DEU",NA,NA,NA,NA,NA,NA,NA,27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",8,"Weight in kilograms",340,NA,NA,NA,340,NA,103,NA,NA,0
"S4",2016,2016,2016,5,1,2,"Export",699,"India","IND",344,"China, Hong Kong SAR","HKG",NA,NA,NA,NA,NA,NA,NA,27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",8,"Weight in kilograms",54000,NA,NA,NA,54000,NA,10541,NA,NA,0
