"Product","Commodity","Afghanistan","Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Benin","Bermuda","Bolivia","Bosnia Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Cayman Isds","Chad","Chile","China","Colombia","Congo","Congo Democratic","Costa Rica","Côte d'Ivoire","Cote de voire","Croatia","Cuba","Cyprus","Czechia","Denmark","Dominican Rep.","Ecuador","Egypt","El Salvador","Equatorial Guinea","Estonia","Ethiopia","Finland","France","Gabon","Georgia","Germany","Ghana","Greece","Guatemala","Guinea","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Libya","Lithuania","Luxembourg","Macao","Macedonia","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Moldova","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Nigeria","Norway","Oman","Pakistan","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Romania","Russia","Rwanda","Saudi Arabia","Senegal","Serbia","Singapore","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","State of Palestine","Sudan","Suriname","Swaziland","Sweden","Switzerland","Tajikistan","Tanzania","TFYR of Macedonia","Thailand","Timor-Leste","Togo","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","UAE","Uganda","Ukraine","United Kingdom","Uruguay","USA","Uzbekistan","Venezuela","Vietnam","World","Yemen","Zambia","Zimbabwe"
27861,"Granulated slag (slag sand) from the manufacture of iron/steel",0,0,0,0,0,0,0,0,0,0,2093,24611671,0,0,0,0,0,0,0,0,0,64115,0,0,0,0,0,0,0,0,229286,0,0,0,0,0,0,0,0,0,0,0,0,0,729936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13438,0,0,384,0,0,0,68230,0,0,0,0,0,0,0,0,0,0,0,16685,0,0,0,0,209307,0,0,0,0,0,0,0,10816002,0,0,0,0,0,0,6347,2,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,170,2,27284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14914837,0,0,0,0,0,0,0,5876,52536408,0,0,0
27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",0,0,0,77584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83462,0,0,0,0,0,0,0,0,0,0,0,0,1491224,0,0,0,0,0,0,0,0,0,0,0,0,4243877,0,0,62360,0,0,0,0,233,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,8661542,0,0,0
28231,"Waste & scrap of tinned iron/steel",0,0,0,0,0,0,0,0,0,0,0,39716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50250,0,0,0
28233,"Remelting scrap ingots of iron or steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52254,"Iron oxides & hydroxides; earth colours containing 70%/more by weight of combined iron evaluated as Fe203",0,0,76397,4676,98753,0,19214,0,404,0,0,340242,0,816,0,0,0,0,0,1686,140532,0,2008,0,0,0,7489,0,0,10760,550424,41214,37535,5328,0,0,2416,53347,0,0,0,314,185,43358,579741,0,0,0,27276,1023,39418,0,4861,143964,178436,53947,863,26136,0,0,40245,0,0,0,103252,26777,162,0,3371,18371,4931,35787,6182,0,338492,168016,0,0,2459,224347,0,4366,8620,0,0,1524,0,60222,0,0,0,1925,643891,0,0,0,0,7347,0,0,397334,162726,52959,0,4018,104148,976,41908,1023150,0,0,9195,5190,323249,760,0,28712,15418,60662,20036,584164,106152,0,48854,0,0,24761,115173,167654,32416,0,1615,0,0,0,72835,0,70618,0,81931,0,5202,12211,0,301489,0,455204,743,39570,54450,0,2167455,17916,0,60682,11018549,9341,23852,0
67121,"n/a pig-iron containing by weight 0.5%/less of phosphorus",0,0,0,0,0,0,0,0,0,0,12168,41477307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,0,0,0,0,0,0,0,0,0,0,0,0,0,13147524,0,0,0,0,0,0,0,0,0,1888,0,0,0,0,0,0,0,0,0,5,0,0,8998140,0,0,0,0,0,0,0,0,0,0,0,0,2381741,0,0,0,0,0,0,7162,6044987,0,0,0,0,0,0,0,0,0,0,0,720762,0,0,0,0,10389,0,811153,0,134076,0,0,0,0,0,0,0,0,0,39710059,0,0,0,0,0,0,6144008,0,0,0,0,12,0,0,651401,123281173,0,0,0
67122,"n/a pig-iron containing by weight > 0.5% of phosphorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234165,0,0,0
67123,"Alloy pig-iron & spiegeleisen",829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,86,6746,73,0,0,0,0,0,0,0,0,0,0,0,0,21355,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,77,0,0,0,1377,0,0,6365,0,0,0,0,0,499,0,0,0,0,310,0,0,14054,0,0,0,0,0,0,0,0,10348,0,0,0,0,6982,0,0,0,248183,0,0,0
67131,"Granules of pig-iron, spiegeleisen, iron/steel",0,0,5,0,0,0,3989,0,0,0,0,4877,0,0,0,0,0,0,0,40,42738,0,0,0,0,0,0,0,0,0,7435,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,4,0,0,0,0,0,0,334427,0,0,0,188,0,0,8195396,1955,0,28399,7887,0,0,0,0,0,0,0,0,0,0,0,9882,0,0,0,0,0,0,0,0,0,0,0,0,20954,0,0,0,0,8546,0,12165,0,0,0,0,0,33,0,40625,0,0,0,0,31437,0,0,0,0,0,1,0,0,18005,0,0,0,0,119,0,0,12540,0,321861,0,0,0,0,13988,0,42393,0,0,0,0,164642,0,0,0,9324893,0,0,0
67132,"Powders of pig-iron, spiegeleisen, iron/steel",61,0,0,0,0,0,29497,211,0,0,30,80909,0,0,4,0,0,0,0,0,42737,0,16303,0,0,0,0,0,0,797,2061023,3042,0,0,0,0,0,0,8,4613,0,608,0,20468,342418,0,0,0,0,0,14394,45658,0,263048,17776,0,0,0,0,0,0,0,0,0,227771,1516244,0,0,22466,756,0,6540869,0,0,111,92,0,0,0,14,0,0,8081,0,0,0,0,926726,4,0,0,0,1009799,0,0,0,87,0,0,0,3456,22,341,0,0,6005,0,52182,15311,0,0,0,16848,57094,0,25,18869,0,0,0,70968,17877,3349,27150,0,0,397821,407127,1376,9885,0,252,41,0,65549,0,0,0,0,122618,0,0,0,0,111111,0,89609,1709,0,486651,0,2947554,0,0,404145,19186448,0,37,86
67133,"Ferrous products obtained by direct reduction of iron ore & other spongy ferrous products, in lumps, pellets/similar forms; iron having a minimum purity of 99.94%, in lumps, pellets/similar forms",0,0,0,0,0,0,163,0,0,0,0,126210714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,351970,0,0,0,0,233,93915,0,0,186,0,0,0,0,0,0,420356,0,0,0,0,0,0,0,0,0,2759873,0,0,0,0,0,0,0,0,0,0,1273784,0,10715943,0,0,0,186624,0,0,0,0,0,0,0,0,34097507,114908,5,0,0,0,0,5757042,0,0,0,0,0,0,0,0,0,0,0,40123,106443,9694,0,0,0,0,560893,176084,0,431851,0,865079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6421,0,0,18,0,1277443,0,0,0,221757707,0,373,0
67241,"Ingots of iron (other than iron of heading 671.33)/non-alloy steel",4601,0,0,0,0,0,24317,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121364,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30145,0,0,0,0,0,0,3113,0,0,0,0,0,0,519,0,14350,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,464,9052,0,1690,0,24979,0,0,0,247483,0,0,0
67245,"Other primary forms of iron (other than iron of heading 671.33)/non-alloy steel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15735,53223,0,0,0,589,0,4230,0,0,0,0,0,0,0,0,56211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6592,666,0,2608,0,3389,0,0,0,147359,0,0,0
67611,"Bars & rods, hot-rolled, in irregularly wound coils, of iron or steel, of iron/non-alloy steel, containing indentations, ribs, grooves/other deformations produced during the rolling process",0,0,0,0,0,0,0,0,0,0,0,2166328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103556,0,0,0,0,9267,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,260975,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63806,0,0,0,3078532,0,46,0
