"Product","Commodity","Afghanistan","Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Benin","Bermuda","Bolivia","Bosnia Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Cayman Isds","Chad","Chile","China","Colombia","Congo","Congo Democratic","Costa Rica","Côte d'Ivoire","Cote de voire","Croatia","Cuba","Cyprus","Czechia","Denmark","Dominican Rep.","Ecuador","Egypt","El Salvador","Equatorial Guinea","Estonia","Ethiopia","Finland","France","Gabon","Georgia","Germany","Ghana","Greece","Guatemala","Guinea","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Libya","Lithuania","Luxembourg","Macao","Macedonia","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Moldova","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Nigeria","Norway","Oman","Pakistan","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Romania","Russia","Rwanda","Saudi Arabia","Senegal","Serbia","Singapore","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","State of Palestine","Sudan","Suriname","Swaziland","Sweden","Switzerland","Tajikistan","Tanzania","TFYR of Macedonia","Thailand","Timor-Leste","Togo","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","UAE","Uganda","Ukraine","United Kingdom","Uruguay","USA","Uzbekistan","Venezuela","Vietnam","World","Yemen","Zambia","Zimbabwe"
27861,"Granulated slag (slag sand) from the manufacture of iron/steel",0,0,0,0,0,0,0,0,0,0,0,517920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67641,68,0,0,0,0,0,43058,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146713,0,0,0,0,0,0,19348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,233112,0,0,78514,0,0,0,0,0,1127961,0,0,0
27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83115046,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3242371,0,0,0,9492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116203,0,0,0,0,1383,0,20598,0,0,0,0,0,37360,0,0,0,0,0,0,1202866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639758,0,0,0,89386097,0,0,0
28231,"Waste & scrap of tinned iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209619,0,0,0
28233,"Remelting scrap ingots of iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15258,0,0,0
52254,"Iron oxides & hydroxides; earth colours containing 70%/more by weight of combined iron evaluated as Fe203",0,0,0,0,0,0,0,0,0,0,3769,72369,0,0,0,6840,0,0,0,0,0,0,0,0,0,7802,0,0,0,3727,503934,5450,0,0,0,0,0,10,22,0,0,7900,0,0,0,0,0,0,19,0,38398,0,0,48998,7051,2143,0,0,0,0,5564,0,0,0,303504,0,0,0,22287,60663,0,118928,0,0,103598,62664,0,0,0,16055,0,0,0,0,0,0,0,62404,0,0,0,6807,0,0,0,0,0,18124,43726,0,64562,0,0,0,0,54866,0,49430,85212,0,0,0,0,275548,22873,0,0,15582,3636,0,645489,43603,0,88894,0,0,79086,281514,9167,0,0,0,0,0,1299,41190,0,64535,0,253764,0,0,30351,0,76571,0,364046,0,478,76222,0,47686,0,18,49289,4393519,0,0,0
67121,"n/a pig-iron containing by weight 0.5%/less of phosphorus",0,0,22078,0,0,0,0,0,0,0,156935,12292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85423411,0,0,0,0,0,0,0,0,0,0,0,0,0,282255,0,0,0,7977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13937549,0,0,0,0,94037,0,21191007,0,0,273963,0,0,0,0,0,0,0,0,0,0,0,0,34666590,0,0,0,0,0,0,0,0,0,0,0,0,373748,0,0,0,0,2209,0,55801,0,0,0,0,0,320581,0,0,0,0,0,0,4575534,0,0,0,0,0,0,22820535,0,277447,0,0,0,0,0,0,0,0,0,29182526,0,0,0,0,0,0,454610,0,0,0,0,0,0,0,9915319,288366118,0,0,0
67122,"n/a pig-iron containing by weight > 0.5% of phosphorus",0,0,0,0,0,0,0,0,0,0,0,118929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962334,0,0,0
67123,"Alloy pig-iron & spiegeleisen",1862,0,0,0,0,0,80,0,0,0,0,4897,0,0,858071,0,0,0,0,0,15172,0,0,0,0,0,16863,0,0,0,58,0,2294,0,0,0,80515,0,0,0,0,0,0,0,737,0,0,0,0,0,2982,0,0,100040,0,0,0,0,0,0,582,0,0,0,0,11196,0,26299,127,406889,0,13111,0,0,48291,36315,0,0,0,0,0,0,0,0,0,0,0,776,0,0,0,15713,20,0,0,0,0,31,0,0,511712,173,0,0,0,23083,350,250,390437,0,0,0,0,0,33641,0,0,0,0,0,63019,11660,0,9374,0,0,28583,0,90948,43942,0,0,0,0,0,23453,0,2438,0,621,0,0,1166,13125,10465,0,59419,1101,0,171395,0,277036,0,0,0,3508603,17261,0,0
67131,"Granules of pig-iron, spiegeleisen, iron/steel",0,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,8369,2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7555,188,0,0,1337,0,0,0,0,0,0,0,0,46156,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,2205035,7688,0,0,0,75536,0,0,0,0,0,0,0,0,0,0,0,2032,0,0,4391,0,0,1869,0,0,53,0,0,328,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,5070,0,0,250,0,239476,0,0,0,2614342,0,0,0
67132,"Powders of pig-iron, spiegeleisen, iron/steel",0,0,0,0,2858,0,11371,688,0,0,1318,98337,0,0,851963,0,0,0,0,0,106647,0,0,0,0,0,17682,0,0,0,88006,170,0,0,0,0,0,0,0,0,0,81349,41,0,283113,0,0,0,0,0,31813,0,0,466734,0,0,0,0,0,0,0,0,0,0,0,1897693,0,0,0,15637,0,778531,0,0,4709,343018,0,0,48607,0,0,0,15126,0,0,0,0,286699,0,0,0,0,283742,0,0,0,0,0,0,0,544,0,0,0,0,557,0,0,0,0,0,0,0,136682,1546,0,0,0,0,0,143182,0,0,0,0,0,289749,153422,6094,1850,0,0,0,0,3158160,2348,0,0,0,17933,0,0,1643,0,10560,0,216191,0,0,32443,0,1049670,0,0,12512,11280618,0,0,0
