"Product","Commodity","Afghanistan","Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Benin","Bermuda","Bolivia","Bosnia Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Cayman Isds","Chad","Chile","China","Colombia","Congo","Congo Democratic","Costa Rica","Côte d'Ivoire","Cote de voire","Croatia","Cuba","Cyprus","Czechia","Denmark","Dominican Rep.","Ecuador","Egypt","El Salvador","Equatorial Guinea","Estonia","Ethiopia","Finland","France","Gabon","Georgia","Germany","Ghana","Greece","Guatemala","Guinea","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Libya","Lithuania","Luxembourg","Macao","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Moldova","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Nigeria","Norway","Oman","Pakistan","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Romania","Russia","Rwanda","Saudi Arabia","Senegal","Serbia","Singapore","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","State of Palestine","Sudan","Suriname","Swaziland","Sweden","Switzerland","Tajikistan","Tanzania","TFYR of Macedonia","Thailand","Timor-Leste","Togo","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","UAE","Uganda","Ukraine","United Kingdom","Uruguay","USA","Uzbekistan","Venezuela","Vietnam","World","Yemen","Zambia","Zimbabwe"
67629,"Bars & rods of iron/non-alloy steel, not further worked than hot-rolled, hot-drawn/hot-extruded, but including those twisted after rolling, of iron/other alloy & non-alloy steel, n.e.s.",0,0,0,0,0,0,65717,5433726,0,0,0,0,0,0,295340,0,0,0,0,0,316624,0,0,0,0,0,1567572,0,0,0,54311349,0,0,0,0,0,0,0,0,0,9625,12626,0,0,0,0,0,0,0,1429,2175374,0,0,4381002,0,0,0,0,0,0,0,0,0,0,61,0,0,1666575,105659,682928,0,49989912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17472,0,0,0,0,0,0,0,0,0,0,0,0,0,92924,0,0,0,0,54,0,0,0,0,0,0,0,3767,0,0,0,11463,0,0,0,0,3566780,0,2069721,0,9192953,38033,48861,0,0,0,0,3120438,44781,0,0,0,4040379,0,0,0,0,193673,0,211743,0,4333419,2567726,0,2642918,0,0,0,156471032,0,0,0
67633,"Bars & rods of iron/steel, not further worked than cold-formed/cold-finished, other, of iron/non-alloy steel",0,0,0,0,0,0,0,16550,0,0,0,0,0,0,993038,0,0,0,0,0,0,0,0,0,0,0,3786,0,0,0,88263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419405,0,0,2049840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316980,0,160050,0,0,0,12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169406,0,0,0,49066,0,0,0,0,0,0,0,0,823,0,0,434728,0,0,0,0,0,0,0,0,0,2830627,77935,0,0,0,0,0,0,23937,0,0,0,0,0,0,0,0,0,0,311331,0,0,867964,0,82939,0,0,0,9960542,0,0,0
67643,"Other bars & rods of iron & steel, of iron/non-alloy steel, not further worked than forged, hot-rolled, hot-drawn/hot extruded but including those twisted after rolling",0,0,0,0,0,0,0,8792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1348667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7540,0,429011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11720,0,44928,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,286377,0,0,0,15579199,0,0,1466,0,0,0,17844261,0,0,0
67644,"Other bars & rods of iron & steel, of other iron/other non-alloy steel",0,0,0,0,0,0,306578,5762,0,0,0,0,0,0,18230,0,0,0,0,0,0,0,0,0,0,0,276636,0,0,0,1199716,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,685085,0,0,242868,0,0,0,0,0,0,815,0,0,0,61460,0,0,267,0,105834,0,1121490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1088,0,0,0,0,0,0,0,0,0,0,618200,3083,0,210,0,0,10354,0,85431,0,12484,7471,3073,0,0,0,0,7123,4887,0,286,0,0,0,0,0,0,0,0,232299,0,0,68574,0,1307130,0,0,0,6404002,0,0,0
67681,"U, I, H, L/T sections, not further worked than hot-rolled, hot-drawn/extruded, of a height of < 80 mm, of iron/non-alloy steel",0,0,0,0,0,0,0,0,0,0,0,14220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,34666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,0,0,0,0,0,18268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36914,88137,1490,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2165921,0,0,0,0,0,2381709,0,0,0
67682,"U, I, H, L/T sections, not further worked than hot-rolled, hot-drawn/extruded, of a height of 80 mm/more, of iron/non-alloy steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145542,0,0,0,0,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,95764,0,0,745619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90224,0,56629784,0,0,0,0,0,0,0,0,0,0,142575,0,0,0,0,0,0,0,0,46899,0,0,0,0,0,0,0,0,27674,0,0,0,0,0,0,0,0,0,0,0,0,6490,0,0,0,0,0,0,0,0,0,0,0,32376,1136727,706828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9351279,0,756693,0,2870187,15560,0,177415,0,0,0,72978333,0,0,0
67683,"Other angles, shapes & sections, not further worked than hot-rolled, hot-drawn/extruded,/iron/non-alloy steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7749,0,0,0,0,0,0,0,0,0,0,0,0,0,16129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,5693,798,0,0,0,54,0,0,0,0,56971,0,55698,0,0,0,0,117917,0,0,0,581581,0,0,0
67684,"Angles, shapes & sections, not further worked than cold-formed/cold-finished, of iron/non-alloy steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,390160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167445,0,0,44369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21096,58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20607,0,45690,0,1879686,0,0,0,0,0,0,3174174,0,0,0
67685,"Other angles, shapes & sections, of iron/non-alloy steel",0,0,0,0,0,0,576,0,0,0,0,0,0,0,19530,0,0,0,0,0,0,0,0,0,0,0,2404,0,0,0,399907,0,0,0,0,0,0,0,0,0,0,42551,0,0,0,0,0,0,0,0,0,0,0,198209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42777,0,13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,0,11805,39592,0,634,0,0,0,0,205,17334,0,0,0,342,0,0,0,0,13933,0,0,0,0,4342,0,182662,0,0,0,998426,0,0,0
67686,"Sheet piling of iron/steel, whether/not drilled, punched/made from assembled elements; welded angles, shapes & sections, of iron/steel",0,0,0,0,0,0,53082,140,0,0,0,43984,0,0,14984,0,0,0,0,0,760,0,0,0,0,0,2699,0,0,0,4242478,0,0,0,0,0,0,0,0,0,0,18378,0,0,0,0,0,0,0,0,55634,0,0,1257578,0,0,159,0,0,0,486,0,0,0,0,0,0,0,0,262104,0,42459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78661,0,0,0,0,0,0,0,0,0,0,0,0,0,213,13317,0,0,0,0,0,0,0,0,0,0,0,2002,899,0,2086,0,0,2908,0,0,7581,0,0,0,415873,48853,55,0,0,0,0,219,33967,0,0,0,287759,0,0,0,0,1315,0,606182,0,0,407757,0,5331436,0,0,0,13391231,0,0,0
