"Product","Commodity","Afghanistan","Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Benin","Bermuda","Bolivia","Bosnia Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Cayman Isds","Chad","Chile","China","Colombia","Congo","Congo Democratic","Costa Rica","Côte d'Ivoire","Croatia","Cuba","Cyprus","Czechia","Denmark","Dominican Rep.","Ecuador","Egypt","El Salvador","Equatorial Guinea","Estonia","Ethiopia","Finland","France","Gabon","Georgia","Germany","Ghana","Greece","Guatemala","Guinea","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Libya","Lithuania","Luxembourg","Macao","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Moldova","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Nigeria","Norway","Oman","Pakistan","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Romania","Russia","Rwanda","Saudi Arabia","Senegal","Serbia","Singapore","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","State of Palestine","Sudan","Suriname","Swaziland","Sweden","Switzerland","Tajikistan","Tanzania","TFYR of Macedonia","Thailand","Timor-Leste","Togo","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","UAE","Uganda","Ukraine","United Kingdom","Uruguay","USA","Uzbekistan","Venezuela","Vietnam","World","Yemen","Zambia","Zimbabwe"
67133,"Ferrous products obtained by direct reduction of iron ore & other spongy ferrous products, in lumps, pellets/similar forms; iron having a minimum purity of 99.94%, in lumps, pellets/similar forms",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17077744,0,1482533,0,2802860,0,0,0,0,0,0,0,0,0,0,0,0,0,257910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36801,0,35710,0,0,0,21810493,0,0,0
67241,"Ingots of iron (other than iron of heading 671.33)/non-alloy steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,105081,0,0,0,0,0,0,0,0,0,0,380160,0,0,0,0,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13619,0,664180,106940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77081,0,685794,299431,0,115915,0,0,0,9557858,0,0,0
67245,"Other primary forms of iron (other than iron of heading 671.33)/non-alloy steel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10066,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183443,0,0,0,202537,0,0,0
67611,"Bars & rods, hot-rolled, in irregularly wound coils, of iron or steel, of iron/non-alloy steel, containing indentations, ribs, grooves/other deformations produced during the rolling process",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3171258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4775180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324658,0,0,0,0,0,0,0,0,0,0,0,784099,0,0,0,0,0,0,0,0,0,0,153437,0,0,0,0,778351,0,364413,0,32997923,44319,0,51428,0,0,0,43783490,0,0,0
67619,"Bars & rods, hot-rolled, in irregularly wound coils, of iron/steel, of iron/other alloy & non-alloy steel, n.e.s.",0,0,0,0,0,0,0,108484,0,0,103086,0,0,720972,1753709,0,0,42807,0,0,0,0,0,0,0,0,5598510,0,0,0,40428462,0,0,0,0,0,0,0,0,0,0,0,219602,0,0,0,0,0,0,8715209,0,0,12515875,0,0,0,0,0,0,1115,0,0,0,4393248,106642,0,0,663,1151110,0,31474599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55894,0,0,0,0,0,0,0,0,0,0,0,0,0,1635059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443502,4177339,0,0,0,0,476472,0,0,177015,27490724,5308564,0,0,0,0,0,16648,19513,0,180383,0,10454218,0,0,0,0,4228980,0,11046430,0,69472739,1222094,0,4357435,0,0,2132602,268251989,0,0,0
67621,"Bars & rods of iron/non-alloy steel, not further worked than hot-rolled, hot-drawn/hot-extruded, but including those twisted after rolling, of iron/non-alloy steel, containing indentations, ribs, grooves/other deformations produced during the rolling process/twisted after rolling",0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4983075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37393,0,0,0,2881883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286419,0,6475037,1385395,0,7550,0,0,0,17255314,0,0,0
67629,"Bars & rods of iron/non-alloy steel, not further worked than hot-rolled, hot-drawn/hot-extruded, but including those twisted after rolling, of iron/other alloy & non-alloy steel, n.e.s.",0,0,0,0,0,0,131850,2289922,0,0,0,34592,0,0,1295007,0,0,0,0,0,712112,0,0,0,0,0,147093,0,0,151512,24087020,0,0,0,0,0,0,0,0,281475,11327,0,0,0,0,0,0,0,173,1205672,0,0,4933883,0,0,0,0,0,0,16891,0,0,0,96026,0,0,809812,0,561581,0,3403721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4043,0,0,0,1383959,0,1349,0,0,56287,0,673968,0,5405893,251083,48658,0,0,0,0,1478722,2663,0,0,0,114714,0,0,0,0,51994,0,187922,0,20792739,1580579,0,5047950,0,0,0,78679584,0,0,0
67633,"Bars & rods of iron/steel, not further worked than cold-formed/cold-finished, other, of iron/non-alloy steel",0,0,0,0,0,0,0,0,0,0,85335,265367,0,0,799656,0,0,0,0,0,0,0,0,0,0,0,448283,0,0,0,483282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,7601,0,0,63328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106848,0,326111,0,0,0,33562,0,0,0,0,0,0,0,0,0,0,41756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16976,0,58875,0,0,0,0,10762,0,0,37341,2675879,23533,0,0,0,0,0,0,17640,0,0,0,0,0,0,0,0,0,0,29707,0,0,1678768,0,307236,0,0,0,7564389,0,0,0
67643,"Other bars & rods of iron & steel, of iron/non-alloy steel, not further worked than forged, hot-rolled, hot-drawn/hot extruded but including those twisted after rolling",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23379,0,0,0,664944,0,0,0,0,0,0,0,0,0,86472,0,0,0,0,0,0,0,0,0,0,0,14576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,251,0,2102175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94533,0,0,0,0,31280,0,0,0,151975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95954,0,0,0,950189,71666,0,40012,0,0,0,4354007,0,0,0
67644,"Other bars & rods of iron & steel, of other iron/other non-alloy steel",0,0,0,0,0,0,492507,0,0,0,0,108291,0,0,67073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365699,0,0,0,0,0,0,0,0,1486895,11344,0,0,0,0,0,0,0,59,493592,0,0,465189,0,0,0,0,0,0,0,0,0,0,59197,0,0,0,0,378253,0,1550983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,129531,0,0,0,0,4211,13991,0,0,0,0,0,0,0,0,0,101581,569956,0,0,0,0,2404,0,0,5368,25467,90403,0,0,0,0,0,69847,53171,0,0,0,1458603,0,0,0,0,63564,0,1150773,0,2483272,261244,0,343475,0,0,0,13445978,0,0,0
67681,"U, I, H, L/T sections, not further worked than hot-rolled, hot-drawn/extruded, of a height of < 80 mm, of iron/non-alloy steel",0,0,0,0,0,0,64438,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42966,0,0,0,0,0,0,0,0,0,135571,0,0,0,0,0,0,0,0,0,0,0,45924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991285,0,6206143,0,0,4099,0,0,0,8796464,0,0,0
67682,"U, I, H, L/T sections, not further worked than hot-rolled, hot-drawn/extruded, of a height of 80 mm/more, of iron/non-alloy steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,45944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258270,0,207510,0,0,0,0,0,0,0,0,0,0,4723905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36579,0,0,0,0,0,50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173919,8785278,226063,0,0,0,0,0,0,176904,0,0,0,27773,0,0,0,0,1495516,0,602555,0,13202805,9386149,0,117020,0,0,0,40573559,0,0,0
67683,"Other angles, shapes & sections, not further worked than hot-rolled, hot-drawn/extruded,/iron/non-alloy steel",0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9627,0,0,0,0,0,0,0,0,0,0,0,0,422051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122062,0,0,0,0,0,0,0,0,0,0,426354,0,0,0,0,17290,0,0,0,3275341,0,0,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,123064,0,1613952,99606,0,1856,0,0,0,6676471,0,0,0
67684,"Angles, shapes & sections, not further worked than cold-formed/cold-finished, of iron/non-alloy steel",0,0,0,0,0,0,0,55114,0,0,11735,0,0,0,30318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39650,0,0,0,0,0,0,0,0,4980,0,0,0,0,0,0,0,0,0,0,0,0,682471,0,0,0,0,0,0,230,0,0,0,0,0,0,5682,0,56720,0,205336,0,0,0,0,0,0,0,0,0,0,50611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,10005,0,0,0,0,0,0,0,0,0,0,0,0,41512,92574,0,0,0,0,0,0,63303,153,0,0,0,363598,0,0,0,0,132521,0,10032,0,925182,0,0,258,0,0,0,2783366,0,0,0
67685,"Other angles, shapes & sections, of iron/non-alloy steel",0,0,0,0,0,0,5272,446,0,0,0,72434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59313,0,0,375157,0,0,0,0,0,0,0,0,0,0,5966,0,0,0,0,7252,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,58368,0,0,0,0,6106,0,0,526750,268668,0,0,0,0,0,0,12367,2983,0,0,0,1111,0,0,0,0,2694821,0,10287,0,18142250,2590,0,12388,0,0,0,24101105,0,0,0
67686,"Sheet piling of iron/steel, whether/not drilled, punched/made from assembled elements; welded angles, shapes & sections, of iron/steel",0,0,0,0,18095,0,136,206524,0,0,0,0,0,0,246004,0,0,0,0,0,0,0,0,0,0,0,1849,0,0,0,5730535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174880,0,0,907877,0,0,0,0,0,0,69891,0,0,0,0,0,0,0,241,93576,0,217271,0,0,0,0,0,0,0,0,0,0,5837496,0,0,0,674397,0,0,0,0,0,0,0,0,0,0,0,0,0,187632,0,0,0,0,0,0,0,0,0,0,0,0,13421,0,0,0,0,0,0,0,0,26191,0,0,0,951994,19248,0,0,0,0,777,1402,1967,0,0,0,57764,0,0,0,0,20174,0,596370,0,0,122138,0,70847,0,0,0,16259478,0,0,0
67701,"Rails (including check rails & rack-rails), of iron/steel",0,0,0,0,0,0,52340,728090,0,0,104145,0,0,0,51159,0,0,0,0,0,0,0,0,0,0,0,508,0,0,0,4099526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176557,0,0,5104833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5089,0,11840,0,0,31829,0,0,0,0,0,0,0,3244,0,0,0,30462,0,0,0,0,0,0,0,0,0,119997,0,0,0,193584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375661,0,0,0,0,0,0,0,0,2043612,0,0,0,0,0,0,23209,432,0,0,0,3434,0,0,0,0,0,0,12078,0,184598,4582591,0,323796,0,0,0,18341614,0,0,0
67709,"Other railway/tramway track construction material of iron/steel (i.e., switch-blades, crossing frogs, point rods & other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, t",0,0,0,0,0,0,561,1106637,0,0,0,0,0,0,48712,0,0,0,0,0,90,0,0,0,0,0,50962,0,0,0,537279,0,0,0,0,0,0,0,0,15216,12877,0,0,0,0,0,0,0,0,256928,0,0,3143621,0,0,0,0,0,0,99777,0,0,0,0,0,0,0,0,14997,0,32898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,164,0,0,0,311315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44975,0,0,0,55470,8250,0,0,0,0,16673,34301,31847,0,0,0,0,0,0,0,0,0,0,663,0,0,1309880,0,154893,0,0,0,7289272,0,0,0
67911,"Tubes, pipes & hollow profiles, of cast iron",0,0,0,0,0,0,78,62459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862,0,0,0,773242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,127084,0,0,583677,0,0,0,0,0,0,5359,0,0,0,0,0,0,0,0,23608,0,50860,0,0,0,272567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9351,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41273,0,93,0,43855,0,14055,0,0,0,0,120,31704,0,0,0,66837,0,0,0,0,2279,0,19,0,0,82071,0,1725559,0,0,0,3939476,0,0,0
67912,"Line pipe of a kind used for oil/gas pipelines, of iron (other than cast iron)/steel",0,0,0,0,61502,0,3809070,110880,0,0,0,0,0,0,2890235,0,0,0,0,0,1097,0,0,0,0,0,336116,0,0,823265,131635617,0,186146,0,0,0,2329,0,0,1301554,4940,0,0,0,0,0,0,0,216307,814409,0,0,3214459,0,0,0,0,0,0,187237,0,0,0,972177,0,0,919,0,7952391,0,23407887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118205,0,0,0,0,244437,0,0,0,0,0,0,0,32593,131392,2193,0,0,0,35362,50748,0,0,0,0,0,0,0,289481,8604,1055511,191288,0,180215,0,0,571274,6,0,0,1283525,210875,1157181,0,0,0,0,1412458,25861,0,0,0,232973,0,0,8265,0,15120,0,2395236,0,1190397,390594,0,6595845,0,244160,0,197794236,0,0,0
67913,"Casing, tubing & drill pipe of a kind used in drilling for oil/gas, of iron (other than cast iron)/steel",0,0,0,0,0,0,16423,0,0,0,0,0,0,0,741149,0,0,0,0,0,0,0,0,0,0,0,72927,0,0,0,39299030,0,29604,0,0,0,0,0,411,658387,0,0,0,0,0,0,0,0,259730,247310,0,0,1158182,0,0,0,0,0,0,0,0,0,0,45285,0,0,0,0,428341,0,5830898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25990,0,0,0,18440,3669,0,0,0,0,0,0,0,0,10777,0,0,0,0,3681,40820,0,0,0,0,0,0,11685,0,0,0,5852810,0,0,0,0,1773404,0,0,24747,56768,2453382,0,0,0,0,0,387323,0,0,0,0,61952,0,0,0,0,0,0,1615673,0,0,3500020,0,6248650,0,0,0,72048289,0,0,0
