"Product","Commodity","Afghanistan","Albania","Algeria","Angola","Argentina","Armenia","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Benin","Bermuda","Bolivia","Bosnia Herzegovina","Botswana","Brazil","Brunei Darussalam","Bulgaria","Burkina Faso","Cambodia","Cameroon","Canada","Cayman Isds","Chad","Chile","China","Colombia","Congo","Congo Democratic","Costa Rica","Côte d'Ivoire","Cote de voire","Croatia","Cuba","Cyprus","Czechia","Denmark","Dominican Rep.","Ecuador","Egypt","El Salvador","Equatorial Guinea","Estonia","Ethiopia","Finland","France","Gabon","Georgia","Germany","Ghana","Greece","Guatemala","Guinea","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Libya","Lithuania","Luxembourg","Macao","Madagascar","Malawi","Malaysia","Mali","Malta","Mauritania","Mauritius","Mexico","Moldova","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nepal","Netherlands","New Zealand","Nicaragua","Niger","Nigeria","Norway","Oman","Pakistan","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Qatar","Romania","Russia","Rwanda","Saudi Arabia","Senegal","Serbia","Singapore","Slovakia","Slovenia","South Africa","South Korea","Spain","Sri Lanka","State of Palestine","Sudan","Suriname","Swaziland","Sweden","Switzerland","Tajikistan","Tanzania","TFYR of Macedonia","Thailand","Timor-Leste","Togo","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","UAE","Uganda","Ukraine","United Kingdom","Uruguay","USA","Uzbekistan","Venezuela","Vietnam","World","Yemen","Zambia","Zimbabwe"
27861,"Granulated slag (slag sand) from the manufacture of iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17327,0,0,0
27862,"Slag, dross (other than granulated slag), scalings & other waste from the manufacture of iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,0,0,0
28231,"Waste & scrap of tinned iron/steel",0,0,0,0,0,0,0,0,0,0,105191,0,0,0,0,89966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45558,34556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44714,0,0,0,0,0,0,0,0,0,0,282058,0,0,0,0,0,0,0,0,0,0,0,0,3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23067,0,0,152764,0,0,0,0,0,0,0,0,53000,0,0,0,0,0,0,0,0,0,0,527795,0,0,573672,0,27551,0,0,0,2863131,0,0,0
28233,"Remelting scrap ingots of iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79314,0,0,0,79314,0,0,0
52254,"Iron oxides & hydroxides; earth colours containing 70%/more by weight of combined iron evaluated as Fe203",0,0,0,0,0,0,0,645182,0,0,0,33160,0,0,14259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16943536,248445,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,27882,0,0,6960246,0,0,0,0,0,0,261,0,0,0,15967,0,0,0,0,774597,0,1876777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28867,0,0,0,0,5982,0,0,0,0,0,0,126,97699,0,0,1391,0,0,0,0,0,0,0,0,0,475446,17001,0,0,0,0,0,20817,0,0,0,0,1466,0,0,0,0,0,0,688462,0,19548,36524,0,956220,0,0,0,30296838,0,0,0
67121,"n/a pig-iron containing by weight 0.5%/less of phosphorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68461,0,0,0,0,0,122858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232675,0,0,0,0,0,0,0,1653852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14149,0,0,0,237095,0,0,0,0,0,0,5945226,0,0,0
67122,"Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67123,"Alloy pig-iron & spiegeleisen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,106400,0,0,0,0,0,632145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28822,0,0,0,0,0,0,0,0,0,0,16732140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225061,0,0,0,0,0,0,0,24869,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82119,243420,0,0,0,0,0,18075351,0,0,0
67131,"Granules of pig-iron, spiegeleisen, iron/steel",0,0,0,0,0,0,93429,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3885376,0,0,0,0,0,0,0,0,0,0,0,0,1802,0,0,0,0,0,0,3807747,0,0,944316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211581,0,354734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12626,0,0,0,0,0,1023845,485342,5929360,0,0,0,0,0,257464,820,0,0,0,1238469,0,0,0,0,297009,0,0,0,196537,606878,0,793,0,0,0,24632065,0,0,0
67132,"Powders of pig-iron, spiegeleisen, iron/steel",0,0,0,0,0,0,0,0,0,0,0,0,0,47610,715934,0,0,0,23523,0,17990,0,0,0,0,0,1982072,0,0,0,4935277,0,0,0,0,0,0,0,0,0,0,19884,0,0,79362,0,0,0,0,15712,312476,0,0,4796107,0,0,0,0,0,0,54775,0,0,0,0,0,0,8611,0,1695171,0,4424530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633007,50155,0,0,0,0,9418,0,0,11937,595,1103105,0,0,0,0,0,7768967,0,0,0,0,289260,0,0,0,0,0,0,0,0,563,5341840,0,5957840,0,0,0,40419728,0,0,0
