"Commodity.Code","Commodity","Partner.Code","Partner"
"67123","67123 - Alloy pig-iron and spiegeleisen",196,"Cyprus"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",196,"Cyprus"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",196,"Cyprus"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",196,"Cyprus"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",196,"Cyprus"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",196,"Cyprus"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",196,"Cyprus"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",196,"Cyprus"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",196,"Cyprus"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",196,"Cyprus"
"67633","67633 - ....other, of iron or non-alloy steel",196,"Cyprus"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",196,"Cyprus"
"67644","67644 - ….of other iron or other non-alloy steel",196,"Cyprus"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",196,"Cyprus"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",196,"Cyprus"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",196,"Cyprus"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",196,"Cyprus"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",196,"Cyprus"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",196,"Cyprus"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",196,"Cyprus"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",196,"Cyprus"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",196,"Cyprus"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",196,"Cyprus"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",196,"Cyprus"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",196,"Cyprus"
"67951","67951 - Cast fittings of non-malleable cast iron",196,"Cyprus"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",196,"Cyprus"
"69211","69211 - ....of iron or steel",196,"Cyprus"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",196,"Cyprus"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",196,"Cyprus"
"69311","69311 - ....of iron or steel",196,"Cyprus"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",196,"Cyprus"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",196,"Cyprus"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",196,"Cyprus"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",196,"Cyprus"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",196,"Cyprus"
"69751","69751 - ....of iron or steel",196,"Cyprus"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",196,"Cyprus"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",196,"Cyprus"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",196,"Cyprus"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",196,"Cyprus"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",196,"Cyprus"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",196,"Cyprus"
"69967","69967 - Articles of iron or steel wire, n.e.s.",196,"Cyprus"
"69969","69969 - Articles of iron or steel, n.e.s.",196,"Cyprus"
"73731","73731 - Soldering irons and guns",196,"Cyprus"
"77584","77584 - Electric smoothing-irons",196,"Cyprus"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",203,"Czechia"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",203,"Czechia"
"28231","28231 - Waste and scrap of tinned iron or steel",203,"Czechia"
"28233","28233 - Remelting scrap ingots of iron or steel",203,"Czechia"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",203,"Czechia"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",203,"Czechia"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",203,"Czechia"
"67123","67123 - Alloy pig-iron and spiegeleisen",203,"Czechia"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",203,"Czechia"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",203,"Czechia"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",203,"Czechia"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",203,"Czechia"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",203,"Czechia"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",203,"Czechia"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",203,"Czechia"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",203,"Czechia"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",203,"Czechia"
"67633","67633 - ....other, of iron or non-alloy steel",203,"Czechia"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",203,"Czechia"
"67644","67644 - ….of other iron or other non-alloy steel",203,"Czechia"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",203,"Czechia"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",203,"Czechia"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",203,"Czechia"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",203,"Czechia"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",203,"Czechia"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",203,"Czechia"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",203,"Czechia"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",203,"Czechia"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",203,"Czechia"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",203,"Czechia"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",203,"Czechia"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",203,"Czechia"
"67951","67951 - Cast fittings of non-malleable cast iron",203,"Czechia"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",203,"Czechia"
"69211","69211 - ....of iron or steel",203,"Czechia"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",203,"Czechia"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",203,"Czechia"
"69311","69311 - ....of iron or steel",203,"Czechia"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",203,"Czechia"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",203,"Czechia"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",203,"Czechia"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",203,"Czechia"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",203,"Czechia"
"69751","69751 - ....of iron or steel",203,"Czechia"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",203,"Czechia"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",203,"Czechia"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",203,"Czechia"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",203,"Czechia"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",203,"Czechia"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",203,"Czechia"
"69967","69967 - Articles of iron or steel wire, n.e.s.",203,"Czechia"
"69969","69969 - Articles of iron or steel, n.e.s.",203,"Czechia"
"73731","73731 - Soldering irons and guns",203,"Czechia"
"77584","77584 - Electric smoothing-irons",203,"Czechia"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",180,"Dem. Rep. of the Congo"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",180,"Dem. Rep. of the Congo"
"28231","28231 - Waste and scrap of tinned iron or steel",180,"Dem. Rep. of the Congo"
"28233","28233 - Remelting scrap ingots of iron or steel",180,"Dem. Rep. of the Congo"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",180,"Dem. Rep. of the Congo"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",180,"Dem. Rep. of the Congo"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",180,"Dem. Rep. of the Congo"
"67123","67123 - Alloy pig-iron and spiegeleisen",180,"Dem. Rep. of the Congo"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",180,"Dem. Rep. of the Congo"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",180,"Dem. Rep. of the Congo"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",180,"Dem. Rep. of the Congo"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",180,"Dem. Rep. of the Congo"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",180,"Dem. Rep. of the Congo"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",180,"Dem. Rep. of the Congo"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",180,"Dem. Rep. of the Congo"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",180,"Dem. Rep. of the Congo"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",180,"Dem. Rep. of the Congo"
"67633","67633 - ....other, of iron or non-alloy steel",180,"Dem. Rep. of the Congo"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",180,"Dem. Rep. of the Congo"
"67644","67644 - ….of other iron or other non-alloy steel",180,"Dem. Rep. of the Congo"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",180,"Dem. Rep. of the Congo"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",180,"Dem. Rep. of the Congo"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",180,"Dem. Rep. of the Congo"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",180,"Dem. Rep. of the Congo"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",180,"Dem. Rep. of the Congo"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",180,"Dem. Rep. of the Congo"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",180,"Dem. Rep. of the Congo"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",180,"Dem. Rep. of the Congo"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",180,"Dem. Rep. of the Congo"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",180,"Dem. Rep. of the Congo"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",180,"Dem. Rep. of the Congo"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",180,"Dem. Rep. of the Congo"
"67951","67951 - Cast fittings of non-malleable cast iron",180,"Dem. Rep. of the Congo"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",180,"Dem. Rep. of the Congo"
"69211","69211 - ....of iron or steel",180,"Dem. Rep. of the Congo"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",180,"Dem. Rep. of the Congo"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",180,"Dem. Rep. of the Congo"
"69311","69311 - ....of iron or steel",180,"Dem. Rep. of the Congo"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",180,"Dem. Rep. of the Congo"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",180,"Dem. Rep. of the Congo"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",180,"Dem. Rep. of the Congo"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",180,"Dem. Rep. of the Congo"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",180,"Dem. Rep. of the Congo"
"69751","69751 - ....of iron or steel",180,"Dem. Rep. of the Congo"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",180,"Dem. Rep. of the Congo"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",180,"Dem. Rep. of the Congo"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",180,"Dem. Rep. of the Congo"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",180,"Dem. Rep. of the Congo"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",180,"Dem. Rep. of the Congo"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",180,"Dem. Rep. of the Congo"
"69967","69967 - Articles of iron or steel wire, n.e.s.",180,"Dem. Rep. of the Congo"
"69969","69969 - Articles of iron or steel, n.e.s.",180,"Dem. Rep. of the Congo"
"73731","73731 - Soldering irons and guns",180,"Dem. Rep. of the Congo"
"77584","77584 - Electric smoothing-irons",180,"Dem. Rep. of the Congo"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",208,"Denmark"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",208,"Denmark"
"28231","28231 - Waste and scrap of tinned iron or steel",208,"Denmark"
"28233","28233 - Remelting scrap ingots of iron or steel",208,"Denmark"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",208,"Denmark"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",208,"Denmark"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",208,"Denmark"
"67123","67123 - Alloy pig-iron and spiegeleisen",208,"Denmark"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",208,"Denmark"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",208,"Denmark"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",208,"Denmark"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",208,"Denmark"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",208,"Denmark"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",208,"Denmark"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",208,"Denmark"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",208,"Denmark"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",208,"Denmark"
"67633","67633 - ....other, of iron or non-alloy steel",208,"Denmark"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",208,"Denmark"
"67644","67644 - ….of other iron or other non-alloy steel",208,"Denmark"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",208,"Denmark"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",208,"Denmark"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",208,"Denmark"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",208,"Denmark"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",208,"Denmark"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",208,"Denmark"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",208,"Denmark"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",208,"Denmark"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",208,"Denmark"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",208,"Denmark"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",208,"Denmark"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",208,"Denmark"
"67951","67951 - Cast fittings of non-malleable cast iron",208,"Denmark"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",208,"Denmark"
"69211","69211 - ....of iron or steel",208,"Denmark"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",208,"Denmark"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",208,"Denmark"
"69311","69311 - ....of iron or steel",208,"Denmark"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",208,"Denmark"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",208,"Denmark"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",208,"Denmark"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",208,"Denmark"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",208,"Denmark"
"69751","69751 - ....of iron or steel",208,"Denmark"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",208,"Denmark"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",208,"Denmark"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",208,"Denmark"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",208,"Denmark"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",208,"Denmark"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",208,"Denmark"
"69967","69967 - Articles of iron or steel wire, n.e.s.",208,"Denmark"
"69969","69969 - Articles of iron or steel, n.e.s.",208,"Denmark"
"73731","73731 - Soldering irons and guns",208,"Denmark"
"77584","77584 - Electric smoothing-irons",208,"Denmark"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",214,"Dominican Rep."
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",214,"Dominican Rep."
"28231","28231 - Waste and scrap of tinned iron or steel",214,"Dominican Rep."
"28233","28233 - Remelting scrap ingots of iron or steel",214,"Dominican Rep."
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",214,"Dominican Rep."
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",214,"Dominican Rep."
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",214,"Dominican Rep."
"67123","67123 - Alloy pig-iron and spiegeleisen",214,"Dominican Rep."
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",214,"Dominican Rep."
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",214,"Dominican Rep."
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",214,"Dominican Rep."
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",214,"Dominican Rep."
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",214,"Dominican Rep."
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",214,"Dominican Rep."
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",214,"Dominican Rep."
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",214,"Dominican Rep."
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",214,"Dominican Rep."
"67633","67633 - ....other, of iron or non-alloy steel",214,"Dominican Rep."
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",214,"Dominican Rep."
"67644","67644 - ….of other iron or other non-alloy steel",214,"Dominican Rep."
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",214,"Dominican Rep."
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",214,"Dominican Rep."
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",214,"Dominican Rep."
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",214,"Dominican Rep."
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",214,"Dominican Rep."
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",214,"Dominican Rep."
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",214,"Dominican Rep."
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",214,"Dominican Rep."
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",214,"Dominican Rep."
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",214,"Dominican Rep."
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",214,"Dominican Rep."
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",214,"Dominican Rep."
"67951","67951 - Cast fittings of non-malleable cast iron",214,"Dominican Rep."
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",214,"Dominican Rep."
"69211","69211 - ....of iron or steel",214,"Dominican Rep."
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",214,"Dominican Rep."
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",214,"Dominican Rep."
"69311","69311 - ....of iron or steel",214,"Dominican Rep."
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",214,"Dominican Rep."
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",214,"Dominican Rep."
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",214,"Dominican Rep."
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",214,"Dominican Rep."
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",214,"Dominican Rep."
"69751","69751 - ....of iron or steel",214,"Dominican Rep."
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",214,"Dominican Rep."
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",214,"Dominican Rep."
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",214,"Dominican Rep."
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",214,"Dominican Rep."
"69963","69963 - Cast articles of other iron or steel, n.e.s.",214,"Dominican Rep."
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",214,"Dominican Rep."
"69967","69967 - Articles of iron or steel wire, n.e.s.",214,"Dominican Rep."
"69969","69969 - Articles of iron or steel, n.e.s.",214,"Dominican Rep."
"73731","73731 - Soldering irons and guns",214,"Dominican Rep."
"77584","77584 - Electric smoothing-irons",214,"Dominican Rep."
