"Commodity.Code","Commodity","Partner.Code","Partner"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",4,"Afghanistan"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",4,"Afghanistan"
"28231","28231 - Waste and scrap of tinned iron or steel",4,"Afghanistan"
"28233","28233 - Remelting scrap ingots of iron or steel",4,"Afghanistan"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",4,"Afghanistan"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",4,"Afghanistan"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",4,"Afghanistan"
"67123","67123 - Alloy pig-iron and spiegeleisen",4,"Afghanistan"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",4,"Afghanistan"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",4,"Afghanistan"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",4,"Afghanistan"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",4,"Afghanistan"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",4,"Afghanistan"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",4,"Afghanistan"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",4,"Afghanistan"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",4,"Afghanistan"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",4,"Afghanistan"
"67633","67633 - ....other, of iron or non-alloy steel",4,"Afghanistan"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",4,"Afghanistan"
"67644","67644 - ….of other iron or other non-alloy steel",4,"Afghanistan"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",4,"Afghanistan"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",4,"Afghanistan"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",4,"Afghanistan"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",4,"Afghanistan"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",4,"Afghanistan"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",4,"Afghanistan"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",4,"Afghanistan"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",4,"Afghanistan"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",4,"Afghanistan"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",4,"Afghanistan"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",4,"Afghanistan"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",4,"Afghanistan"
"67951","67951 - Cast fittings of non-malleable cast iron",4,"Afghanistan"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",4,"Afghanistan"
"69211","69211 - ....of iron or steel",4,"Afghanistan"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",4,"Afghanistan"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",4,"Afghanistan"
"69311","69311 - ....of iron or steel",4,"Afghanistan"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",4,"Afghanistan"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",4,"Afghanistan"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",4,"Afghanistan"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",4,"Afghanistan"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",4,"Afghanistan"
"69751","69751 - ....of iron or steel",4,"Afghanistan"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",4,"Afghanistan"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",4,"Afghanistan"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",4,"Afghanistan"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",4,"Afghanistan"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",4,"Afghanistan"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",4,"Afghanistan"
"69967","69967 - Articles of iron or steel wire, n.e.s.",4,"Afghanistan"
"69969","69969 - Articles of iron or steel, n.e.s.",4,"Afghanistan"
"73731","73731 - Soldering irons and guns",4,"Afghanistan"
"77584","77584 - Electric smoothing-irons",4,"Afghanistan"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",8,"Albania"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",8,"Albania"
"28231","28231 - Waste and scrap of tinned iron or steel",8,"Albania"
"28233","28233 - Remelting scrap ingots of iron or steel",8,"Albania"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",8,"Albania"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",8,"Albania"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",8,"Albania"
"67123","67123 - Alloy pig-iron and spiegeleisen",8,"Albania"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",8,"Albania"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",8,"Albania"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",8,"Albania"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",8,"Albania"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",8,"Albania"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",8,"Albania"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",8,"Albania"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",8,"Albania"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",8,"Albania"
"67633","67633 - ....other, of iron or non-alloy steel",8,"Albania"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",8,"Albania"
"67644","67644 - ….of other iron or other non-alloy steel",8,"Albania"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",8,"Albania"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",8,"Albania"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",8,"Albania"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",8,"Albania"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",8,"Albania"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",8,"Albania"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",8,"Albania"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",8,"Albania"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",8,"Albania"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",8,"Albania"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",8,"Albania"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",8,"Albania"
"67951","67951 - Cast fittings of non-malleable cast iron",8,"Albania"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",8,"Albania"
"69211","69211 - ....of iron or steel",8,"Albania"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",8,"Albania"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",8,"Albania"
"69311","69311 - ....of iron or steel",8,"Albania"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",8,"Albania"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",8,"Albania"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",8,"Albania"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",8,"Albania"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",8,"Albania"
"69751","69751 - ....of iron or steel",8,"Albania"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",8,"Albania"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",8,"Albania"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",8,"Albania"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",8,"Albania"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",8,"Albania"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",8,"Albania"
"69967","69967 - Articles of iron or steel wire, n.e.s.",8,"Albania"
"69969","69969 - Articles of iron or steel, n.e.s.",8,"Albania"
"73731","73731 - Soldering irons and guns",8,"Albania"
"77584","77584 - Electric smoothing-irons",8,"Albania"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",12,"Algeria"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",12,"Algeria"
"28231","28231 - Waste and scrap of tinned iron or steel",12,"Algeria"
"28233","28233 - Remelting scrap ingots of iron or steel",12,"Algeria"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",12,"Algeria"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",12,"Algeria"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",12,"Algeria"
"67123","67123 - Alloy pig-iron and spiegeleisen",12,"Algeria"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",12,"Algeria"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",12,"Algeria"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",12,"Algeria"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",12,"Algeria"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",12,"Algeria"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",12,"Algeria"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",12,"Algeria"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",12,"Algeria"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",12,"Algeria"
"67633","67633 - ....other, of iron or non-alloy steel",12,"Algeria"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",12,"Algeria"
"67644","67644 - ….of other iron or other non-alloy steel",12,"Algeria"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",12,"Algeria"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",12,"Algeria"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",12,"Algeria"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",12,"Algeria"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",12,"Algeria"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",12,"Algeria"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",12,"Algeria"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",12,"Algeria"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",12,"Algeria"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",12,"Algeria"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",12,"Algeria"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",12,"Algeria"
"67951","67951 - Cast fittings of non-malleable cast iron",12,"Algeria"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",12,"Algeria"
"69211","69211 - ....of iron or steel",12,"Algeria"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",12,"Algeria"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",12,"Algeria"
"69311","69311 - ....of iron or steel",12,"Algeria"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",12,"Algeria"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",12,"Algeria"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",12,"Algeria"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",12,"Algeria"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",12,"Algeria"
"69751","69751 - ....of iron or steel",12,"Algeria"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",12,"Algeria"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",12,"Algeria"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",12,"Algeria"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",12,"Algeria"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",12,"Algeria"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",12,"Algeria"
"69967","69967 - Articles of iron or steel wire, n.e.s.",12,"Algeria"
"69969","69969 - Articles of iron or steel, n.e.s.",12,"Algeria"
"73731","73731 - Soldering irons and guns",12,"Algeria"
"77584","77584 - Electric smoothing-irons",12,"Algeria"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",24,"Angola"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",24,"Angola"
"28231","28231 - Waste and scrap of tinned iron or steel",24,"Angola"
"28233","28233 - Remelting scrap ingots of iron or steel",24,"Angola"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",24,"Angola"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",24,"Angola"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",24,"Angola"
"67123","67123 - Alloy pig-iron and spiegeleisen",24,"Angola"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",24,"Angola"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",24,"Angola"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",24,"Angola"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",24,"Angola"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",24,"Angola"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",24,"Angola"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",24,"Angola"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",24,"Angola"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",24,"Angola"
"67633","67633 - ....other, of iron or non-alloy steel",24,"Angola"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",24,"Angola"
"67644","67644 - ….of other iron or other non-alloy steel",24,"Angola"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",24,"Angola"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",24,"Angola"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",24,"Angola"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",24,"Angola"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",24,"Angola"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",24,"Angola"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",24,"Angola"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",24,"Angola"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",24,"Angola"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",24,"Angola"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",24,"Angola"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",24,"Angola"
"67951","67951 - Cast fittings of non-malleable cast iron",24,"Angola"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",24,"Angola"
"69211","69211 - ....of iron or steel",24,"Angola"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",24,"Angola"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",24,"Angola"
"69311","69311 - ....of iron or steel",24,"Angola"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",24,"Angola"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",24,"Angola"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",24,"Angola"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",24,"Angola"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",24,"Angola"
"69751","69751 - ....of iron or steel",24,"Angola"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",24,"Angola"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",24,"Angola"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",24,"Angola"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",24,"Angola"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",24,"Angola"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",24,"Angola"
"69967","69967 - Articles of iron or steel wire, n.e.s.",24,"Angola"
"69969","69969 - Articles of iron or steel, n.e.s.",24,"Angola"
"73731","73731 - Soldering irons and guns",24,"Angola"
"77584","77584 - Electric smoothing-irons",24,"Angola"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",32,"Argentina"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",32,"Argentina"
"28231","28231 - Waste and scrap of tinned iron or steel",32,"Argentina"
"28233","28233 - Remelting scrap ingots of iron or steel",32,"Argentina"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",32,"Argentina"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",32,"Argentina"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",32,"Argentina"
"67123","67123 - Alloy pig-iron and spiegeleisen",32,"Argentina"
"67131","67131 - Granules of pig-iron, spiegeleisen, iron or steel",32,"Argentina"
"67132","67132 - Powders of pig-iron, spiegeleisen, iron or steel",32,"Argentina"
"67133","67133 - Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity of 99.94%, in lumps, pellets or similar forms",32,"Argentina"
"67241","67241 - Ingots of iron (other than iron of heading 671.33) or non-alloy steel",32,"Argentina"
"67245","67245 - Other primary forms of iron (other than iron of heading 671.33) or non-alloy steel.",32,"Argentina"
"67611","67611 - ....of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process",32,"Argentina"
"67619","67619 - ....of iron or other alloy and non-alloy steel, n.e.s.",32,"Argentina"
"67621","67621 - ….of iron or non-alloy steel, containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling",32,"Argentina"
"67629","67629 - ….of iron or other alloy and non-alloy steel, n.e.s.",32,"Argentina"
"67633","67633 - ....other, of iron or non-alloy steel",32,"Argentina"
"67643","67643 - ....of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot extruded but including those twisted after rolling",32,"Argentina"
"67644","67644 - ….of other iron or other non-alloy steel",32,"Argentina"
"67681","67681 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm, of iron or non-alloy steel",32,"Argentina"
"67682","67682 - U, I, H, L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more, of iron or non-alloy steel",32,"Argentina"
"67683","67683 - Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded, or iron or non-alloy steel",32,"Argentina"
"67684","67684 - Angles, shapes and sections, not further worked than cold-formed or cold-finished, of iron or non-alloy steel",32,"Argentina"
"67685","67685 - Other angles, shapes and sections, of iron or non-alloy steel",32,"Argentina"
"67686","67686 - Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",32,"Argentina"
"67701","67701 - Rails (including check rails and rack-rails), of iron or steel",32,"Argentina"
"67709","67709 - Other railway or tramway track construction material of iron or steel (i.e., switch-blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole-plates (base plates), rail clips, bedplates, ties and other material specialized for joining or fixing rails)",32,"Argentina"
"67912","67912 - Line pipe of a kind used for oil or gas pipelines, of iron (other than cast iron) or steel",32,"Argentina"
"67913","67913 - Casing, tubing and drill pipe of a kind used in drilling for oil or gas, of iron (other than cast iron) or steel",32,"Argentina"
"67914","67914 - Other, of circular cross-section, of iron (other than cast iron) or non-alloy steel",32,"Argentina"
"67911","67911 - Tubes, pipes and hollow profiles, of cast iron",32,"Argentina"
"67951","67951 - Cast fittings of non-malleable cast iron",32,"Argentina"
"67959","67959 - Tube and pipe fittings of iron or steel, n.e.s.",32,"Argentina"
"69211","69211 - ....of iron or steel",32,"Argentina"
"69241","69241 - Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",32,"Argentina"
"69243","69243 - Containers of iron or steel for compressed or liquefied gas",32,"Argentina"
"69311","69311 - ....of iron or steel",32,"Argentina"
"69731","69731 - Domestic cooking appliances (e.g., kitchen stoves, ranges, cookers, barbecues, braziers, gas rings) and plate warmers, non-electric, of iron or steel",32,"Argentina"
"69732","69732 - Domestic stoves (other than cooking appliances), grates and similar non-electric space heaters (including those with subsidiary boilers for central heating), of iron or steel",32,"Argentina"
"69733","69733 - Parts, of iron or steel, of the appliances of headings 697.31 and 697.32",32,"Argentina"
"69741","69741 - Household articles and parts thereof, n.e.s., of iron or steel",32,"Argentina"
"69744","69744 - Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",32,"Argentina"
"69751","69751 - ....of iron or steel",32,"Argentina"
"69931","69931 - Sewing needles, knitting-needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",32,"Argentina"
"69932","69932 - Safety pins and other pins, of iron or steel, n.e.s.",32,"Argentina"
"69961","69961 - Anchors, grapnels and parts thereof, of iron or steel",32,"Argentina"
"69962","69962 - Cast articles of non-malleable cast iron, n.e.s.",32,"Argentina"
"69963","69963 - Cast articles of other iron or steel, n.e.s.",32,"Argentina"
"69965","69965 - Articles of iron or steel, forged or stamped, but not further worked, n.e.s.",32,"Argentina"
"69967","69967 - Articles of iron or steel wire, n.e.s.",32,"Argentina"
"69969","69969 - Articles of iron or steel, n.e.s.",32,"Argentina"
"73731","73731 - Soldering irons and guns",32,"Argentina"
"77584","77584 - Electric smoothing-irons",32,"Argentina"
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel",51,"Armenia"
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel",51,"Armenia"
"28231","28231 - Waste and scrap of tinned iron or steel",51,"Armenia"
"28233","28233 - Remelting scrap ingots of iron or steel",51,"Armenia"
"52254","52254 - Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe203",51,"Armenia"
"67121","67121 - Non-alloy pig-iron containing by weight 0.5% or less of phosphorus",51,"Armenia"
"67122","67122 - Non-alloy pig-iron containing by weight more than 0.5% of phosphorus",51,"Armenia"
"67123","67123 - Alloy pig-iron and spiegeleisen",51,"Armenia"
